,card__title,card__title 2,card__facility-address,text,text 2,text 3
227,"Strick Woods, M.D.","Gastroenterologist

in Bridgeport, CT",2660 Main Street,"Bridgeport,",CT,6606
228,"Deepti Dhavaleshwar, M.D.","Gastroenterologist

in Melissa, TX",3591 McKinney Street,"Melissa,",TX,75454
229,"Tanya Evans, M.D.","Gastroenterologist

in McKinney, TX",5236 W University Dr,"McKinney,",TX,75071
230,"Osvaldo Fajardo, M.D.","Gastroenterologist

in McKinney, TX",5236 W University Dr,"McKinney,",TX,75071
231,"Khoi Lang, P.A.","Physician Assistant

in McKinney, TX",5236 W University Dr,"McKinney,",TX,75071
232,"Sony Mathews, M.D.","Gastroenterologist

in McKinney, TX",5236 W University Dr,"McKinney,",TX,75071
233,"Gabriel Rendon, M.D.","Gastroenterologist

in McKinney, TX",5236 W University Dr,"McKinney,",TX,75071
234,"Asha Adams, D.O.","Gastroenterologist

in McKinney, TX",5337 W. University Dr,"McKinney,",TX,75071
235,"Ravi Chittajallu, M.D.","Gastroenterologist

in McKinney, TX",5337 W. University Dr,"McKinney,",TX,75071
236,"Sanjay Nayyar, M.D.","Gastroenterologist

in McKinney, TX",5337 W. University Dr,"McKinney,",TX,75071
237,"Manmeet Padda, M.D.","Gastroenterologist

in McKinney, TX",5337 W. University Dr,"McKinney,",TX,75071
238,"Peter Bloom, M.D.","Gastroenterologist

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
239,"Anna Housman, PA","Physician Assistant

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
240,"Rosalyn Ingram, APRN","Advanced Practice RN

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
241,"William Ramsey, M.D.","Gastroenterologist

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
242,"Daniel Smiley, M.D.","Gastroenterologist

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
243,"Salam Zakko, M.D.","Gastroenterologist

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
244,"Liam Zakko, M.D.","Gastroenterologist

in Bristol, CT",25 Newell Road,"Bristol,",CT,6010
245,"Kendall Brown, M.D.","Pediatric Gastroenterologist

in Prosper, TX",4200 W. University Dr,"Prosper,",TX,75078
246,"Annette Whitney, M.D.","Pediatric Gastroenterologist

in Prosper, TX",4200 W. University Dr,"Prosper,",TX,75078
247,"Yamini Maddala, M.D.","Gastroenterologist

in McKinney, TX",280 Adriatic Pkwy,"McKinney,",TX,75071
248,"Rajesh Putcha, M.D.","Gastroenterologist

in McKinney, TX",7300 Eldorado Pkwy,"McKinney,",TX,75070
249,"Elizabeth Richardson, D.O.","Gastroenterologist

in Avon, CT",34 Dale Road,"Avon,",CT,6001
250,"Alexander Potashinsky, M.D.","Gastroenterologist

in Southington, CT",55 Meriden Avenue,"Southington,",CT,6489
251,"Adam Schoenfeld, M.D.","Gastroenterologist

in Southington, CT",55 Meriden Avenue,"Southington,",CT,6489
252,"Mark Versland, M.D.","Gastroenterologist

in Southington, CT",55 Meriden Avenue,"Southington,",CT,6489
253,"Andrew Bolin, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
254,"Christie Choi, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
255,"Mona Dave, M.D.","Pediatric Gastroenterologist

in Frisco, TX",13192 Dallas Parkway,"Frisco,",TX,75034
256,"Amit P. Desai, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
257,"Daniel Friedman, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
258,"Derek Lin, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
259,"Amy Lobrano, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
260,"David Park, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
261,"Aris Tsiakos, M.D.","Gastroenterologist

in Frisco, TX",13192 Dallas Pkwy,"Frisco,",TX,75034
262,"Christine Calabrese, APRN","Advanced Practice RN

in Farmington, CT",21 South Road,"Farmington,",CT,6032
263,"Michael Golioto, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
264,"Krzysztof Kopec, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
265,"Neil Parikh, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
266,"Michelle Smedley, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
267,"Brisas Truncali, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
268,"Jeffrey Weiser, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
269,"Carli Willard, APRN","Advanced Practice RN

in Farmington, CT",21 South Road,"Farmington,",CT,6032
270,"Jonathan Williamson, M.D.","Gastroenterologist

in Farmington, CT",21 South Road,"Farmington,",CT,6032
271,"Murali Alloju, M.D.","Gastroenterologist

in Frisco, TX",11330 Legacy Dr,"Frisco,",TX,75033
272,"Sai Raghavapuram, M.D.","Gastroenterologist

in Frisco, TX",11330 Legacy Dr,"Frisco,",TX,75033
273,"Venessa Beckman, D.O.","Gastroenterologist

in Frisco, TX",4401 Coit Rd,"Frisco,",TX,75035
274,"Rajvinder Sidhu, M.D.","Gastroenterologist

in Frisco, TX",4401 Coit Rd,"Frisco,",TX,75035
275,"Leslie Bebb, PA","Physician Assistant

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
276,"Jillian Jaroszewski, PA","Physician Assistant

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
277,"Kevin Jo, M.D.","Gastroenterologist

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
278,"Maria Johnson, M.D.","Gastroenterologist

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
279,"Jennifer McDonnell, PA","Physician Assistant

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
280,"Michael Russo, M.D.","Pediatric Gastroenterologist

in Frisco, TX",9250 N. Dallas Parkway,"Frisco,",TX,75033
281,"Cybill Thomas, APRN","Advanced Practice RN

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
282,"Jonathan White, M.D.","Gastroenterologist

in Meriden, CT",455 Lewis Avenue,"Meriden,",CT,6451
283,"Sharon Dellinger, APRN","Advanced Practice RN

in New Britain, CT",1 Liberty Square,"New Britain,",CT,6052
284,"Carol Gallagher, APRN","Advanced Practice RN

in New Britain, CT",1 Liberty Square,"New Britain,",CT,6052
285,"Eileen Plotkin, M.D.","Gastroenterologist

in New Britain, CT",1 Liberty Square,"New Britain,",CT,6052
286,"Anant Agarwalla, M.D.","Gastroenterologist

in Wallingford, CT",850 North Main Street,"Wallingford,",CT,6492
287,"Macaela Cirish, APRN","Advanced Practice RN

in Wallingford, CT",850 North Main Street,"Wallingford,",CT,6492
288,"Kathryn Jack, APRN","Advanced Practice RN

in Wallingford, CT",850 North Main Street,"Wallingford,",CT,6492
289,"Adrian Ortega, PA","Physician Assistant

in Wallingford, CT",850 North Main Street,"Wallingford,",CT,6492
290,"Danielle Sheridan, APRN","Advanced Practice RN

in Wallingford, CT",850 North Main Street,"Wallingford,",CT,6492
291,"Osama Siddique, M.D.","Gastroenterologist

in Wallingford, CT",850 North Main Street,"Wallingford,",CT,6492
292,"Sangeethapriya Duraiswamy, M.D.","Gastroenterologist

in Frisco, TX",5850 Town and County Blvd,"Frisco,",TX,75034
293,"David Chaletsky, M.D.","Gastroenterologist

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
294,"Joseph Ianello, M.D.","Gastroenterologist

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
295,"Michael Karasik, M.D.","Gastroenterologist

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
296,"Audrey Lastra, PA","Physician Assistant

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
297,"Nihal Patel, M.D.","Gastroenterologist

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
298,"Michael Selden, M.D.","Gastroenterologist

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
299,"Jillian Tortora, RD, CDN, CNSC","Registered Dietician

in Bloomfield, CT",6 Northwestern Drive,"Bloomfield,",CT,6002
300,"Kristie Blank, M.D.","Gastroenterologist

in Rockwall, TX",3144 Horizon Rd,"Rockwall,",TX,75032
301,"Lillienne Chan, M.D.","Pediatric Gastroenterologist

in Rockwall, TX",3144 Horizon Rd,"Rockwall,",TX,75032
302,"Ramalinga R. Kedika, M.D.","Gastroenterologist

in Rockwall, TX",1005 W Ralph Hall Pkwy,"Rockwall,",TX,75032
303,"Mark Miller, M.D.","Gastroenterologist

in Rockwall, TX",3144 Horizon Rd,"Rockwall,",TX,75032
304,"Paul Paradiso, D.O.","Gastroenterologist

in Rockwall, TX",3144 Horizon Rd,"Rockwall,",TX,75032
305,"Ruben Sandoval, M.D.","Gastroenterologist

in Rockwall, TX",3144 Horizon Rd,"Rockwall,",TX,75032
306,"Harry Sarles, M.D.","Gastroenterologist

in Rockwall, TX",3144 Horizon Rd,"Rockwall,",TX,75032
307,"Fayez G. Seif, M.D.","Gastroenterologist

in Rockwall, TX",1005 W Ralph Hall Pkwy,"Rockwall,",TX,75032
308,"Paul Wright, M.D.","Gastroenterologist

in Rockwall, TX",1005 W Ralph Hall Pkwy,"Rockwall,",TX,75032
309,"Sripathi Kethu, M.D.","Gastroenterologist

in Richardson, TX",2821 E President GB Hwy,"Richardson,",TX,75082
310,"Veena Kumaravel, M.D.","Gastroenterologist

in Richardson, TX",2821 E President GB Hwy,"Richardson,",TX,75082
311,"Lisa Alvarez, M.D.","Gastroenterologist

in Rowlett, TX",7501 Lakeview Pkwy,"Rowlett,",TX,75088
312,"Sami Arslanlar, M.D.","Gastroenterologist

in Rowlett, TX",7501 Lakeview Pkwy,"Rowlett,",TX,75088
313,"Samar Harris, M.D.","Gastroenterologist

in Rowlett, TX",7501 Lakeview Pkwy,"Rowlett,",TX,75088
314,"Viralkumar Patel, M.D.","Gastroenterologist

in Rowlett, TX",7501 Lakeview Pkwy,"Rowlett,",TX,75088
315,"Jeffrey Linder, M.D.","Gastroenterologist

in Garland, TX",7150 N President GB Hwy,"Garland,",TX,75044
316,"Pauline Nguyen, N.P.","Nurse Practitioner

in Plano, TX",5425 W. Spring Creek Pkwy,"Plano,",TX,75024
317,"Michael Einstein, M.D.","Gastroenterologist

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
318,"Vaibhav Mehendiratta, M.D.","Gastroenterologist

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
319,"Mallory Merrill, APRN","Advanced Practice RN

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
320,"Jeffry Nestler, M.D.","Gastroenterologist

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
321,"Jennifer Pyrro, APRN","Advanced Practice RN

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
322,"Marianna Scranton, D.O.","Gastroenterologist

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
323,"Eva Urtasun Sotil, M.D.","Gastroenterologist

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
324,"Colin Swales, M.D.","Gastroenterologist

in Hartford, CT",85 Seymour Street,"Hartford,",CT,6106
325,"Sindhu Abraham, M.D.","Gastroenterologist

in Plano, TX",3242 Preston Rd,"Plano,",TX,75093
326,"Stuart Akerman, M.D.","Gastroenterologist

in Plano, TX",3242 Preston Rd,"Plano,",TX,75093
327,"Kenneth Brown, M.D.","Gastroenterologist

in Plano, TX",3242 Preston Rd,"Plano,",TX,75093
328,"Matthew Eidem, M.D.","Gastroenterologist

in Plano, TX",3242 Preston Rd,"Plano,",TX,75093
329,"Arshad Malik, M.D.","Gastroenterologist

in Plano, TX",3242 Preston Rd,"Plano,",TX,75093
330,"Michael Weisberg, M.D.","Gastroenterologist

in Plano, TX",3242 Preston Rd,"Plano,",TX,75093
331,"John Baker, M.D.","Pediatric Gastroenterologist

in Plano, TX",5800 Communications Parkway,"Plano,",TX,75093
332,"Jack An, M.D.","Pediatric Gastroenterologist

in Plano, TX",7000 W. Plano Pkwy,"Plano,",TX,75093
333,"Son Do, M.D.","Gastroenterologist

in Plano, TX",3108 Midway Rd,"Plano,",TX,75093
334,"Candice Jantz, M.D.","Gastroenterologist

in Plano, TX",3108 Midway Rd,"Plano,",TX,75093
335,"Roy Joseph, M.D.","Gastroenterologist

in Denton, TX",3324 Colorado Blvd,"Denton,",TX,76210
336,"Bryce Mays, M.D.","Gastroenterologist

in Denton, TX",2665 Scripture Street,"Denton,",TX,76201
337,"Ramesh Srinivasan, M.D.","Gastroenterologist

in Denton, TX",2665 Scripture St,"Denton,",TX,76201
338,"Caroline Walker, M.D.","Gastroenterologist

in Denton, TX",2665 Scripture Street,"Denton,",TX,76201
339,"Abigail Jensen, PA","Physician Assistant

in Enfield, CT",113 Elm Street,"Enfield,",CT,6082
340,"Kara Kireyczyk, PA","Physician Assistant

in Enfield, CT",113 Elm Street,"Enfield,",CT,6082
341,"Kristin Marcous, PA","Physician Assistant

in Enfield, CT",113 Elm Street,"Enfield,",CT,6082
342,"Joseph Cappa, M.D.","Gastroenterologist

in Glastonbury, CT",300 Western Boulevard,"Glastonbury,",CT,6033
343,"Donna Cipolla, M.D.","Gastroenterologist

in Glastonbury, CT",300 Western Boulevard,"Glastonbury,",CT,6033
344,"Kristin D'Alfonso, PA","Physician Assistant

in Glastonbury, CT",300 Western Boulevard,"Glastonbury,",CT,6033
345,"Jeffrey Gelwan, M.D.","Gastroenterologist

in Glastonbury, CT",300 Western Boulevard,"Glastonbury,",CT,6033
346,"Stephanie Gort, PA","Physician Assistant

in Glastonbury, CT",300 Western Boulevard,"Glastonbury,",CT,6033
347,"Jenna Koliani-Pace, M.D.","Gastroenterologist

in Glastonbury, CT",300 Western Boulevard,"Glastonbury,",CT,6033
348,"Beth A.  Lemek, PA-C","Certified Physician Assistant

in South Windsor, CT",2400 Tamarack Avenue,"South Windsor,",CT,6074
349,"Brian Moy, M.D.","Gastroenterologist

in South Windsor, CT",2400 Tamarack Avenue,"South Windsor,",CT,6074
350,"Marcy Qureshi, M.D.","Gastroenterologist

in South Windsor, CT",2400 Tamarack Avenue,"South Windsor,",CT,6074
351,"John Wysocki, M.D.","Gastroenterologist

in South Windsor, CT",2400 Tamarack Avenue,"South Windsor,",CT,6074
352,"Arianna Youell, PA","Physician Assistant

in South Windsor, CT",2400 Tamarack Avenue,"South Windsor,",CT,6074
353,"Vineel Kankanala, M.D.","Gastroenterologist

in Dallas, TX",12200 Park Central Dr,"Dallas,",TX,75251
354,"David Magee, M.D.","Gastroenterologist

in Dallas, TX",12200 Park Central Dr,"Dallas,",TX,75251
355,"Alexander Mantas, M.D.","Gastroenterologist

in Dallas, TX",12200 Park Central Dr,"Dallas,",TX,75251
356,"Noel Snowberger, M.D.","Gastroenterologist

in Dallas, TX",12200 Park Central Dr,"Dallas,",TX,75251
357,"Neville Fernandes, M.D.","Gastroenterologist

in Dallas, TX",7777 Forest Ln,"Dallas,",TX,75230
358,"Michael Hall, P.A.","Physician Assistant

in Dallas, TX",7777 Forest Ln,"Dallas,",TX,75230
359,"Alexander Lee, M.D.","Gastroenterologist

in Dallas, TX",7777 Forest Ln,"Dallas,",TX,75230
360,"Jayaprakash Sreenarasimhaiah, M.D.","Gastroenterologist

in Dallas, TX",7777 Forest Ln,"Dallas,",TX,75230
361,"Lauren Baltrucki, APRN","Advanced Practice RN

in Manchester, CT",353 Main Street,"Manchester,",CT,6040
362,"Rohit Singhania, M.D.","Gastroenterologist

in Manchester, CT",353 Main Street,"Manchester,",CT,6040
363,"James Hakert, M.D.","Gastroenterologist

in Dallas, TX",8220 Walnut Hill Ln,"Dallas,",TX,75231
364,"Abrar Ahmed, M.D.","Gastroenterologist

in Dallas, TX",8230 Walnut Hill Ln,"Dallas,",TX,75231
365,"Rajeev Jain, M.D.","Gastroenterologist

in Dallas, TX",8230 Walnut Hill Ln,"Dallas,",TX,75231
366,"Michael Nunez, M.D.","Gastroenterologist

in Dallas, TX",8230 Walnut Hill Ln,"Dallas,",TX,75231
367,"Kimberly Persley, M.D.","Gastroenterologist

in Dallas, TX",8230 Walnut Hill Ln,"Dallas,",TX,75231
368,"Esmail Elwazir, M.D.","Gastroenterologist

in Dallas, TX",9101 N Central Expwy,"Dallas,",TX,75231
369,"W. Gregory Hodges, M.D.","Gastroenterologist

in Dallas, TX",9101 N Central Expwy,"Dallas,",TX,75231
370,"Joseph J. Cano, M.D.","Gastroenterologist

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
371,"Andrew Holt, M.D.","Gastroenterologist

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
372,"Laila Nooruddin, N.P.","Nurse Practitioner

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
373,"Nishant Patel, M.D.","Gastroenterologist

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
374,"Anita Steephen, M.D.","Gastroenterologist

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
375,"Abhi Vemula, M.D.","Gastroenterologist

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
376,"Kanthi Yalamanchili, M.D.","Gastroenterologist

in Flower Mound, TX",4370 Medical Arts Dr,"Flower Mound,",TX,75028
377,"Abera Abay, M.D.","Gastroenterologist

in Vernon, CT",428 Hartford Turnpike,"Vernon,",CT,6066
378,"Stephanie Fontanella, APRN","Advanced Practice RN

in Vernon, CT",428 Hartford Turnpike,"Vernon,",CT,6066
379,"Ali Hemacha, M.D.","Gastroenterologist

in Vernon, CT",428 Hartford Turnpike,"Vernon,",CT,6066
380,"S. Neil Mehta, M.D.","Gastroenterologist

in Flower Mound, TX",3051 Churchill Dr,"Flower Mound,",TX,75022
381,"Monica Allison, NP-C","Nurse Practicioner

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
382,"LuAn Brown, NP-C","Nurse Practicioner

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
383,"Taylor Derousseau, M.D.","Gastroenterologist

in Irving, TX",701 Tuscan Dr,"Irving,",TX,75039
384,"Alva Dillon, MD","Gastroenterologist

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
385,"Alexandria J. Tanner, NP-C","Nurse Practicioner

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
386,"Marshea Liddell, NP-C","Nurse Practicioner

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
387,"Juan Martinez, M.D.","Gastroenterologist

in Irving, TX",701 Tuscan Dr,"Irving,",TX,75039
388,"John Mckee III, MD","Gastroenterologist

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
389,"Alfred McNair, MD","Gastroenterologist

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
390,"LaResa Newton, NP-C","Nurse Practicioner

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
391,"Takiffany Palmer, NP-C","Nurse Practicioner

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
392,"Rikin Patel, M.D.","Gastroenterologist

in Irving, TX",701 Tuscan Dr,"Irving,",TX,75039
393,"Angela Pressley-Wallace, MD","Pediatric Gastroenterologist

in Cedar Lake, MS",1720a Medical Park Drive,"Cedar Lake,",MS,39532
394,"Zeeshan Qureshi, M.D.","Gastroenterologist

in Irving, TX",701 Tuscan Dr,"Irving,",TX,75039
395,"Robert Anderson, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
396,"Andrea Betesh, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
397,"Angela Carollo, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
398,"Sarita Gayle, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
399,"Ben Kahn, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
400,"Hemangi Kale, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
401,"Jason Martin, M.D.","Gastroenterologist

in Dallas, TX",3600 Gaston Ave,"Dallas,",TX,75246
402,"Bhavani Moparty, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
403,"Elizabeth Odstrcil, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
404,"Rushikesh H. Shah, M.D.","Gastroenterologist

in Dallas, TX",3417 Gaston Ave,"Dallas,",TX,75246
405,"Christopher J. Vesy, M.D.","Gastroenterologist

in Dallas, TX",3600 Gaston Ave,"Dallas,",TX,75246
406,"Susan Muzslay, RDN, LD","Dietician

in Ocean Springs, MS",3890 Bienville Boulevard,"Ocean Springs,",MS,39564
407,"Farshid Araghizadeh, M.D.","Colorectal Surgeon

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
408,"Clifton Cox, M.D.","Colorectal Surgeon

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
409,"Betsy Dodson, P.A.","Physician Assistant

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
410,"Brooke Hodnick, P.A.","Physician Assistant

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
411,"Jody Houston, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
412,"Nishita Kara, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
413,"Brent Lacey, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
414,"Lauren Langeberg, P.A.","Physician Assistant

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
415,"David Levitan, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
416,"Mazyar Malakouti, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
417,"Timothy Ritter, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
418,"Jeffrey Smith, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
419,"David Spady, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
420,"Karen Steffer, M.D.","Gastroenterologist

in Southlake, TX",505 S Nolen Dr,"Southlake,",TX,76092
421,"Prashant Kedia, M.D.","Gastroenterologist

in Dallas, TX",221 W Colorado Blvd PAV II,"Dallas,",TX,75208
422,"Armond Schwartz, M.D.","Gastroenterologist

in Dallas, TX",221 W Colorado Blvd PAV II,"Dallas,",TX,75208
423,"Paul Tarnasky, M.D.","Gastroenterologist

in Dallas, TX",221 W Colorado Blvd PAV II,"Dallas,",TX,75208
424,"Walter Young, M.D.","Gastroenterologist

in Dallas, TX",221 W Colorado Blvd PAV II,"Dallas,",TX,75208
425,"Brandon Brousse, M.D.","Gastroenterologist

in Covington, LA",131-B Cherokee Rose Lane,"Covington,",LA,70433
426,"L. Phillips Jenkins, M.D.","Gastroenterologist

in Covington, LA",131-B Cherokee Rose Lane,"Covington,",LA,70433
427,"Shelley Maillho, FNP-C","FNP-C

in Covington, LA",131-B Cherokee Rose Lane,"Covington,",LA,70433
428,"Felix G. Rabito, M.D.","Gastroenterologist

in Covington, LA",131-B Cherokee Rose Lane,"Covington,",LA,70433
429,"Nathaniel R. Ranney, M.D.","Gastroenterologist

in Covington, LA",131-B Cherokee Rose Lane,"Covington,",LA,70433
430,"David Hall, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
431,"Thomas Lyles, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
432,"Jeffrey Mills, D.O.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
433,"James Nackley, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
434,"Bhavin Patel, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
435,"Jessica Shah, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
436,"Andrew Shea, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
437,"Jay Yepuri, M.D.","Gastroenterologist

in Bedford, TX",1600 Central Dr,"Bedford,",TX,76022
438,"Kristina Amato, APRN","Advanced Practice RN

in Windham, CT",150 Mansfield Avenue,"Windham,",CT,6226
439,"Ajit Kokkat, M.D.","Gastroenterologist

in Windham, CT",150 Mansfield Avenue,"Windham,",CT,6226
440,"Nicole Monahan, APRN","Advanced Practice RN

in Windham, CT",150 Mansfield Avenue,"Windham,",CT,6226
441,"Eric Hill, M.D.","Gastroenterologist

in Fort Worth, TX",10900 Founders Way,"Fort Worth,",TX,76244
442,"Kevin Ho, M.D.","Gastroenterologist

in Fort Worth, TX",10900 Founders Way,"Fort Worth,",TX,76244
443,"Mark Murray, M.D.","Gastroenterologist

in Fort Worth, TX",10900 Founders Way,"Fort Worth,",TX,76244
444,"Vinay Antin, D.O.","Gastroenterologist

in Fort Worth, TX",9800 North Beach Street,"Fort Worth,",TX,76244
445,"Jeffrey Krieger, M.D.","Gastroenterologist

in Fort Worth, TX",9509 N. Beach St,"Fort Worth,",TX,76244
446,"Reema Lamba, M.D.","Gastroenterologist

in Fort Worth, TX",9509 N. Beach St,"Fort Worth,",TX,76244
447,"Alexa Pokluda, PA-C","PA-C

in Fort Worth, TX",9509 N. Beach St,"Fort Worth,",TX,76244
448,"Christopher Ramos, M.D.","Gastroenterologist

in Fort Worth, TX",9509 N. Beach St,"Fort Worth,",TX,76244
449,"Troy Schmidt, M.D.","Gastroenterologist

in Fort Worth, TX",9509 N. Beach St,"Fort Worth,",TX,76244
450,"Randal Macurak, M.D.","Gastroenterologist

in Dallas, TX",3430 W Wheatland Rd,"Dallas,",TX,75237
451,"Cherian Abraham, M.D.","Gastroenterologist

in North Richland Hills, TX",7835 Boulevard 26,"North Richland Hills,",TX,76180
452,"Balu Chandra, M.D.","Gastroenterologist

in North Richland Hills, TX",7835 Boulevard 26,"North Richland Hills,",TX,76180
453,"M. Tarek Al-Assi, M.D.","Gastroenterologist

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
454,"Waldo P. Bracy, M.D.","Gastroenterologist

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
455,"Melinda Brockman, N.P.","Nurse Practitioner

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
456,"Kim Gentry, M.D.","Gastroenterologist

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
457,"Reem Ghalib, M.D.","Gastroenterologist

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
458,"Rebecca Iroha, N.P.","Nurse Practitioner

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
459,"Suraj Naik, M.D.","Gastroenterologist

in Arlington, TX",1001 N Waldrop Dr,"Arlington,",TX,76012
