name,distance,moving_time,elapsed_time,gear_id,total_elevation_gain,type,sport_type,average_speed,max_speed,summary_polyline,start_date,timezone,elev_high,elev_low,average_heartrate,max_heartrate,average_cadence,moving_hours,moving_mins,elapsed_hours,elapsed_mins,total_moving_time,total_elapsed_time,average_pace
Morning Hike,17.4538142932,401.55,442.71666666666664,0,1676.0,Hike,Hike,2.6,7.2,0,2022-07-23T09:45:17Z,(GMT-05:00) America/New_York,465.0,82.0,0.0,0.0,59.1,6.0,41.55000000000001,7.0,22.71666666666664,401.55,442.71666666666664,25:22
75 min Power Zone Endurance Ride with Matt Wilpers,21.1699235587,74.96666666666667,74.96666666666667,0,0.0,Ride,Ride,16.9,21.6,0,2022-07-22T17:07:23Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.2,1.0,14.966666666666669,1.0,14.966666666666669,74.96666666666667,74.96666666666667,3:32
15 min 2000s Ride with Bradley Rose,3.8600187891,14.966666666666667,14.966666666666667,0,0.0,Ride,Ride,15.5,18.0,0,2022-07-21T11:32:55Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.4,0.0,14.966666666666667,0.0,14.966666666666667,14.966666666666667,14.966666666666667,3:53
45 min Power Zone Ride with Matt Wilpers,12.6399910191,44.96666666666667,44.96666666666667,0,0.0,Ride,Ride,16.9,21.6,0,2022-07-21T10:46:58Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.0,0.0,44.96666666666667,0.0,44.96666666666667,44.96666666666667,44.96666666666667,3:33
Evening Hike,2.2299762448,52.86666666666667,52.86666666666667,0,518.2,Hike,Hike,2.5,0.0,0,2022-07-18T00:10:00Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,52.86666666666667,0.0,52.86666666666667,52.86666666666667,52.86666666666667,23:42
5 min Cool Down Ride with Hannah Corbin,1.2600161138,4.983333333333333,4.983333333333333,0,0.0,Ride,Ride,15.2,18.0,0,2022-07-17T16:52:00Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,87.0,0.0,4.983333333333333,0.0,4.983333333333333,4.983333333333333,4.983333333333333,3:57
90 min Power Zone Endurance Ride with Matt Wilpers,25.299928047300003,89.25,89.25,0,0.0,Ride,Ride,17.0,21.6,0,2022-07-17T15:21:47Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,84.9,1.0,29.25,1.0,29.25,89.25,89.25,3:32
5 min Cool Down Ride with Olivia Amato,1.2099957483,4.95,4.95,0,0.0,Ride,Ride,14.7,21.6,0,2022-07-16T22:11:19Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,92.9,0.0,4.95,0.0,4.95,4.95,4.95,4:05
60 min Power Zone Endurance Ride with Matt Wilpers,16.7899415168,59.95,59.95,0,0.0,Ride,Ride,16.8,21.6,0,2022-07-16T21:10:41Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,87.3,0.0,59.95,0.0,59.95,59.95,59.95,3:34
Morning Trail Run,8.395964952,144.96666666666667,151.63333333333333,0,784.0,Run,TrailRun,3.5,12.5,0,2022-07-16T13:05:32Z,(GMT-05:00) America/New_York,209.0,122.0,0.0,0.0,64.1,2.0,24.96666666666667,2.0,31.633333333333326,144.96666666666667,151.63333333333333,18:04
60 min Power Zone Endurance Ride with Matt Wilpers,16.8299578092,59.96666666666667,59.96666666666667,0,0.0,Ride,Ride,16.8,21.6,0,2022-07-15T19:56:36Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,86.8,0.0,59.96666666666667,0.0,59.96666666666667,59.96666666666667,59.96666666666667,3:34
20 min 2 sec Just Ride,4.2199790094,19.966666666666665,19.966666666666665,0,0.0,Ride,Ride,12.7,14.4,0,2022-07-14T23:39:06Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,88.7,0.0,19.966666666666665,0.0,19.966666666666665,19.966666666666665,19.966666666666665,4:44
Evening Hike,1.4200191463,33.31666666666667,33.31666666666667,0,324.0,Hike,Hike,2.6,0.0,0,2022-07-14T23:30:00Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,33.31666666666667,0.0,33.31666666666667,33.31666666666667,33.31666666666667,23:28
5 min Cool Down Ride with Ben Alldis,1.2700201869,4.933333333333334,4.933333333333334,0,0.0,Ride,Ride,15.4,18.0,0,2022-07-13T20:20:39Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,77.5,0.0,4.933333333333334,0.0,4.933333333333334,4.933333333333334,4.933333333333334,3:53
45 min Power Zone Endurance Ride with Matt Wilpers,12.4999961328,44.95,44.95,0,0.0,Ride,Ride,16.7,21.6,0,2022-07-13T19:34:36Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,88.4,0.0,44.95,0.0,44.95,44.95,44.95,3:36
10 min Cool Down Ride with Ben Alldis,2.460007789,9.95,9.95,0,0.0,Ride,Ride,14.8,18.0,0,2022-07-12T22:24:19Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,77.3,0.0,9.95,0.0,9.95,9.95,9.95,4:03
20 min FTP Test Ride with Ben Alldis,6.449955254200001,19.95,19.95,0,0.0,Ride,Ride,19.4,24.0,0,2022-07-12T22:02:13Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.0,0.0,19.95,0.0,19.95,19.95,19.95,3:06
10 min FTP Warm Up Ride with Ben Alldis,2.5099660174,9.966666666666667,9.966666666666667,0,0.0,Ride,Ride,15.1,21.6,0,2022-07-12T21:49:32Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,90.9,0.0,9.966666666666667,0.0,9.966666666666667,9.966666666666667,9.966666666666667,3:58
Afternoon Hike,1.28002426,26.0,26.0,0,293.5,Hike,Hike,3.0,0.0,0,2022-07-10T21:50:00Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0,20:19
5 min Cool Down Ride with Matt Wilpers,1.1999916752,4.983333333333333,4.983333333333333,0,0.0,Ride,Ride,14.4,15.4,0,2022-07-10T16:20:47Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,93.3,0.0,4.983333333333333,0.0,4.983333333333333,4.983333333333333,4.983333333333333,4:09
75 min Power Zone Endurance Ride with Matt Wilpers,20.449940981,74.95,74.95,0,0.0,Ride,Ride,16.4,21.6,0,2022-07-10T15:05:23Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.5,1.0,14.950000000000003,1.0,14.950000000000003,74.95,74.95,3:40
Morning Trail Run,9.048715187500001,123.98333333333333,125.43333333333334,0,452.0,Run,TrailRun,4.4,10.7,0,2022-07-09T12:51:26Z,(GMT-05:00) America/New_York,248.0,74.0,0.0,0.0,70.4,2.0,3.9833333333333343,2.0,5.433333333333337,123.98333333333333,125.43333333333334,13:52
5 min Cool Down Ride with Sam Yo,1.2199998214,4.966666666666667,4.966666666666667,0,0.0,Ride,Ride,14.7,18.0,0,2022-07-08T22:57:34Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,82.7,0.0,4.966666666666667,0.0,4.966666666666667,4.966666666666667,4.966666666666667,4:04
45 min Power Zone Endurance 90s Ride with Matt Wilpers,12.2299482962,44.96666666666667,44.96666666666667,0,0.0,Ride,Ride,16.3,18.0,0,2022-07-08T22:11:32Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,87.5,0.0,44.96666666666667,0.0,44.96666666666667,44.96666666666667,44.96666666666667,3:41
Afternoon Run,8.0102799723,77.95,78.08333333333333,0,144.0,Run,Run,6.2,8.9,0,2022-07-06T21:42:19Z,(GMT-05:00) America/New_York,52.0,23.0,0.0,0.0,82.0,1.0,17.950000000000003,1.0,18.08333333333333,77.95,78.08333333333333,9:45
5 min Cool Down Ride with Matt Wilpers,1.2300038945,4.966666666666667,4.966666666666667,0,0.0,Ride,Ride,14.9,18.0,0,2022-07-05T23:50:27Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,96.9,0.0,4.966666666666667,0.0,4.966666666666667,4.966666666666667,4.966666666666667,4:02
20 min Pop Punk Ride with Bradley Rose,5.4699910501,19.983333333333334,19.983333333333334,0,0.0,Ride,Ride,16.4,21.6,0,2022-07-05T23:29:20Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.5,0.0,19.983333333333334,0.0,19.983333333333334,19.983333333333334,19.983333333333334,3:39
Morning Hike,15.6284127065,354.0833333333333,407.98333333333335,0,1155.0,Hike,Hike,2.6,8.7,0,2022-07-03T11:24:14Z,(GMT-05:00) America/New_York,495.0,88.0,0.0,0.0,58.2,5.0,54.083333333333314,6.0,47.98333333333335,354.0833333333333,407.98333333333335,26:06
Morning Trail Run,3.9168120985,44.15,52.53333333333333,0,114.0,Run,TrailRun,5.3,8.7,0,2022-07-02T14:56:48Z,(GMT-05:00) America/New_York,175.0,98.0,0.0,0.0,76.7,0.0,44.15,0.0,52.53333333333333,44.15,52.53333333333333,13:25
Afternoon Run,5.197147044,51.483333333333334,51.483333333333334,0,89.0,Run,Run,6.1,13.9,0,2022-06-30T21:40:03Z,(GMT-05:00) America/New_York,57.0,24.0,0.0,0.0,82.1,0.0,51.483333333333334,0.0,51.483333333333334,51.483333333333334,51.483333333333334,9:54
Afternoon Run,7.0721340365000005,67.68333333333334,67.88333333333334,0,165.0,Run,Run,6.3,9.2,0,2022-06-29T21:04:49Z,(GMT-05:00) America/New_York,44.0,18.0,0.0,0.0,82.6,1.0,7.683333333333337,1.0,7.88333333333334,67.68333333333334,67.88333333333334,9:36
Afternoon Run,5.022541793,48.583333333333336,48.583333333333336,0,101.0,Run,Run,6.2,9.8,0,2022-06-28T21:48:00Z,(GMT-05:00) America/New_York,56.0,20.0,0.0,0.0,82.3,0.0,48.583333333333336,0.0,48.583333333333336,48.583333333333336,48.583333333333336,9:40
Lunch Run,5.1749640992999995,79.46666666666667,80.31666666666666,0,126.0,Run,Run,3.9,8.7,0,2022-06-26T15:08:34Z,(GMT-05:00) America/New_York,28.0,5.0,0.0,0.0,61.8,1.0,19.46666666666667,1.0,20.316666666666663,79.46666666666667,80.31666666666666,15:31
Evening Run,5.011357115,48.21666666666667,48.21666666666667,0,76.0,Run,Run,6.2,10.5,0,2022-06-24T00:04:59Z,(GMT-05:00) America/New_York,66.0,15.0,0.0,0.0,81.9,0.0,48.21666666666667,0.0,48.21666666666667,48.21666666666667,48.21666666666667,9:37
Evening Run,6.0118265621,56.016666666666666,56.016666666666666,0,142.0,Run,Run,6.4,9.8,0,2022-06-22T22:19:04Z,(GMT-05:00) America/New_York,86.0,20.0,0.0,0.0,82.3,0.0,56.016666666666666,0.0,56.016666666666666,56.016666666666666,56.016666666666666,9:19
Afternoon Run,5.0203669945,50.583333333333336,50.65,0,99.0,Run,Run,6.0,8.7,0,2022-06-21T20:50:26Z,(GMT-05:00) America/New_York,43.0,15.0,0.0,0.0,80.9,0.0,50.583333333333336,0.0,50.65,50.583333333333336,50.65,10:05
Lunch Run,4.0118197244,40.266666666666666,40.483333333333334,0,86.0,Run,Run,6.0,10.5,0,2022-06-19T15:29:36Z,(GMT-05:00) America/New_York,69.0,15.0,0.0,0.0,82.2,0.0,40.266666666666666,0.0,40.483333333333334,40.266666666666666,40.483333333333334,10:05
Morning Run,5.0448490119,48.95,48.95,0,103.0,Run,Run,6.2,9.2,0,2022-06-18T14:59:34Z,(GMT-05:00) America/New_York,27.0,-2.0,0.0,0.0,82.3,0.0,48.95,0.0,48.95,48.95,48.95,9:42
Afternoon Run,4.0497854925,39.63333333333333,39.63333333333333,0,93.0,Run,Run,6.1,8.9,0,2022-06-14T21:55:04Z,(GMT-05:00) America/New_York,50.0,21.0,0.0,0.0,81.9,0.0,39.63333333333333,0.0,39.63333333333333,39.63333333333333,39.63333333333333,9:47
Morning Run,2.005785588,20.8,20.9,0,28.0,Run,Run,5.8,7.8,0,2022-06-12T14:53:25Z,(GMT-05:00) America/New_York,55.0,7.0,0.0,0.0,82.2,0.0,20.8,0.0,20.9,20.8,20.9,10:25
Lunch Run,3.0055093899,31.233333333333334,31.233333333333334,0,42.0,Run,Run,5.8,8.9,0,2022-06-11T15:21:31Z,(GMT-05:00) America/New_York,34.0,12.0,0.0,0.0,81.6,0.0,31.233333333333334,0.0,31.233333333333334,31.233333333333334,31.233333333333334,10:24
Worlds End 100k,65.419802993,949.1833333333333,1045.1,0,4882.0,Run,Run,4.1,11.4,0,2022-06-04T09:00:11Z,(GMT-05:00) America/New_York,634.0,277.0,0.0,0.0,70.0,15.0,49.18333333333328,17.0,25.09999999999991,949.1833333333333,1045.1,15:59
20 min Pop Punk Ride with Bradley Rose,5.029998245,19.95,19.95,0,0.0,Ride,Ride,15.1,18.0,0,2022-06-01T20:50:18Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,83.7,0.0,19.95,0.0,19.95,19.95,19.95,3:58
Afternoon Run,5.0069453808999995,47.7,47.766666666666666,0,107.0,Run,Run,6.3,9.6,0,2022-05-31T21:36:36Z,(GMT-05:00) America/New_York,43.0,20.0,0.0,0.0,82.2,0.0,47.7,0.0,47.766666666666666,47.7,47.766666666666666,9:32
Lunch Run,5.0191242525,52.1,52.9,0,175.0,Run,Run,5.8,8.1,0,2022-05-29T15:59:41Z,(GMT-05:00) America/New_York,64.0,-4.0,0.0,0.0,81.5,0.0,52.1,0.0,52.9,52.1,52.9,10:32
30 min Power Zone Endurance Rock with Ben Alldis,7.789941815700001,29.966666666666665,29.966666666666665,0,0.0,Ride,Ride,15.6,18.0,0,2022-05-28T16:15:57Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,86.4,0.0,29.966666666666665,0.0,29.966666666666665,29.966666666666665,29.966666666666665,3:51
Morning Run,6.1176460434,69.63333333333334,71.01666666666667,0,183.0,Run,Run,5.3,9.4,0,2022-05-28T14:34:52Z,(GMT-05:00) America/New_York,121.0,14.0,0.0,0.0,80.1,1.0,9.63333333333334,1.0,11.016666666666666,69.63333333333334,71.01666666666667,11:37
5 min Cool Down Ride with Denis Morton,1.1399672366,4.933333333333334,4.933333333333334,0,0.0,Ride,Ride,13.9,18.0,0,2022-05-27T21:08:46Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,90.8,0.0,4.933333333333334,0.0,4.933333333333334,4.933333333333334,4.933333333333334,4:20
30 min Power Zone Endurance Ride with Denis Morton,7.9899611406,29.95,29.95,0,0.0,Ride,Ride,16.0,18.0,0,2022-05-27T20:38:26Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,88.2,0.0,29.95,0.0,29.95,29.95,29.95,3:45
Afternoon Run,6.250805848700001,58.333333333333336,58.333333333333336,0,197.0,Run,Run,6.4,9.4,0,2022-05-25T21:13:28Z,(GMT-05:00) America/New_York,60.0,20.0,0.0,0.0,83.8,0.0,58.333333333333336,0.0,58.333333333333336,58.333333333333336,58.333333333333336,9:20
Afternoon Run,5.0185650186,49.233333333333334,49.233333333333334,0,97.0,Run,Run,6.1,8.3,0,2022-05-24T21:46:58Z,(GMT-05:00) America/New_York,56.0,22.0,0.0,0.0,82.1,0.0,49.233333333333334,0.0,49.233333333333334,49.233333333333334,49.233333333333334,9:49
Lunch Run,6.0108323685,61.28333333333333,61.983333333333334,0,159.0,Run,Run,5.9,11.4,0,2022-05-22T15:21:38Z,(GMT-05:00) America/New_York,57.0,18.0,0.0,0.0,82.1,1.0,1.2833333333333314,1.0,1.9833333333333343,61.28333333333333,61.983333333333334,10:19
Morning Run,12.120711274400001,142.93333333333334,145.56666666666666,0,587.0,Run,Run,5.1,9.6,0,2022-05-21T14:09:01Z,(GMT-05:00) America/New_York,209.0,40.0,0.0,0.0,76.4,2.0,22.933333333333337,2.0,25.566666666666663,142.93333333333334,145.56666666666666,12:01
Evening Run,4.0458087181,61.63333333333333,61.93333333333333,0,58.0,Run,Run,3.9,7.6,0,2022-05-19T23:02:13Z,(GMT-05:00) America/New_York,70.0,18.0,0.0,0.0,63.8,1.0,1.6333333333333329,1.0,1.93333333333333,61.63333333333333,61.93333333333333,15:18
Afternoon Run,7.0167698804,64.18333333333334,64.25,0,227.0,Run,Run,6.6,10.3,0,2022-05-18T20:52:21Z,(GMT-05:00) America/New_York,48.0,1.0,0.0,0.0,83.4,1.0,4.183333333333337,1.0,4.25,64.18333333333334,64.25,9:09
Afternoon Run,5.0313031241,48.81666666666667,48.81666666666667,0,169.0,Run,Run,6.2,11.4,0,2022-05-17T21:12:42Z,(GMT-05:00) America/New_York,50.0,5.0,0.0,0.0,82.2,0.0,48.81666666666667,0.0,48.81666666666667,48.81666666666667,48.81666666666667,9:42
Lunch Run,7.5023091798,81.9,82.85,0,195.0,Run,Run,5.5,12.3,0,2022-05-15T15:08:15Z,(GMT-05:00) America/New_York,111.0,42.0,0.0,0.0,81.8,1.0,21.900000000000006,1.0,22.849999999999994,81.9,82.85,11:03
Morning Run,15.1416306651,226.63333333333333,229.63333333333333,0,1081.0,Run,Run,4.0,9.2,0,2022-05-14T11:14:52Z,(GMT-05:00) America/New_York,456.0,75.0,0.0,0.0,72.6,3.0,46.633333333333326,3.0,49.633333333333326,226.63333333333333,229.63333333333333,15:10
Afternoon Run,5.0079395745,50.86666666666667,52.166666666666664,0,161.0,Run,Run,5.9,8.3,0,2022-05-12T21:23:04Z,(GMT-05:00) America/New_York,53.0,17.0,0.0,0.0,81.3,0.0,50.86666666666667,0.0,52.166666666666664,50.86666666666667,52.166666666666664,10:25
Afternoon Run,7.5139288175,71.78333333333333,71.88333333333334,0,186.0,Run,Run,6.3,9.6,0,2022-05-11T21:20:22Z,(GMT-05:00) America/New_York,57.0,16.0,0.0,0.0,83.1,1.0,11.783333333333331,1.0,11.88333333333334,71.78333333333333,71.88333333333334,9:34
Afternoon Run,4.0042389982,41.166666666666664,41.36666666666667,0,118.0,Run,Run,5.8,8.3,0,2022-05-10T21:34:11Z,(GMT-05:00) America/New_York,46.0,15.0,0.0,0.0,81.3,0.0,41.166666666666664,0.0,41.36666666666667,41.166666666666664,41.36666666666667,10:20
Morning Run,13.0092718044,143.61666666666667,146.08333333333334,0,605.0,Run,Run,5.4,13.2,0,2022-05-07T14:19:24Z,(GMT-05:00) America/New_York,265.0,29.0,0.0,0.0,79.5,2.0,23.616666666666674,2.0,26.083333333333343,143.61666666666667,146.08333333333334,11:14
45 min Power Zone Endurance Ride with Christine D'Ercole,11.839975856599999,44.96666666666667,44.96666666666667,0,0.0,Ride,Ride,15.8,18.0,0,2022-05-06T20:19:03Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,87.7,0.0,44.96666666666667,0.0,44.96666666666667,44.96666666666667,44.96666666666667,3:48
Afternoon Run,5.0116056634,48.733333333333334,48.85,0,131.0,Run,Run,6.2,8.1,0,2022-05-05T21:11:14Z,(GMT-05:00) America/New_York,50.0,2.0,0.0,0.0,82.0,0.0,48.733333333333334,0.0,48.85,48.733333333333334,48.85,9:45
Afternoon Run,7.0099347994,66.78333333333333,66.95,0,120.0,Run,Run,6.3,10.5,0,2022-05-04T21:01:38Z,(GMT-05:00) America/New_York,57.0,15.0,0.0,0.0,82.9,1.0,6.783333333333331,1.0,6.950000000000003,66.78333333333333,66.95,9:33
Afternoon Run,4.0573662187,40.21666666666667,40.38333333333333,0,93.0,Run,Run,6.1,8.1,0,2022-05-03T21:20:43Z,(GMT-05:00) America/New_York,65.0,25.0,0.0,0.0,82.5,0.0,40.21666666666667,0.0,40.38333333333333,40.21666666666667,40.38333333333333,9:57
Afternoon Run,4.012068272800001,39.8,39.8,0,80.0,Run,Run,6.0,9.2,0,2022-05-01T20:55:46Z,(GMT-05:00) America/New_York,39.0,8.0,0.0,0.0,82.3,0.0,39.8,0.0,39.8,39.8,39.8,9:55
Morning Run,10.0545905623,109.96666666666667,110.3,0,378.0,Run,Run,5.5,9.2,0,2022-04-30T12:58:25Z,(GMT-05:00) America/New_York,118.0,39.0,0.0,0.0,81.1,1.0,49.96666666666667,1.0,50.3,109.96666666666667,110.3,10:58
45 min Power Zone Endurance Ride with Matt Wilpers,12.1299697023,44.93333333333333,44.93333333333333,0,0.0,Ride,Ride,16.2,18.0,0,2022-04-29T20:32:35Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,87.4,0.0,44.93333333333333,0.0,44.93333333333333,44.93333333333333,44.93333333333333,3:42
Afternoon Run,4.0172256521000005,39.46666666666667,39.46666666666667,0,83.0,Run,Run,6.1,8.5,0,2022-04-28T21:58:45Z,(GMT-05:00) America/New_York,64.0,27.0,0.0,0.0,83.1,0.0,39.46666666666667,0.0,39.46666666666667,39.46666666666667,39.46666666666667,9:49
Afternoon Run,4.0087128694,40.46666666666667,40.46666666666667,0,94.0,Run,Run,5.9,8.1,0,2022-04-27T21:16:34Z,(GMT-05:00) America/New_York,99.0,26.0,0.0,0.0,82.4,0.0,40.46666666666667,0.0,40.46666666666667,40.46666666666667,40.46666666666667,10:06
30 min Low Impact Ride with Bradley Rose,7.1899459781,29.95,29.95,0,0.0,Ride,Ride,14.4,18.0,0,2022-04-26T20:29:50Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,81.5,0.0,29.95,0.0,29.95,29.95,29.95,4:10
Hyner 50k,30.7607228066,400.95,426.3666666666667,0,2021.0,Run,Run,4.6,10.5,0,2022-04-23T12:01:21Z,(GMT-05:00) America/New_York,682.0,190.0,0.0,0.0,71.9,6.0,40.94999999999999,7.0,6.366666666666674,400.95,426.3666666666667,13:52
30 min Low Impact Ride with Matt Wilpers,7.3699571568,29.966666666666665,29.966666666666665,0,0.0,Ride,Ride,14.8,18.0,0,2022-04-21T20:46:06Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,90.6,0.0,29.966666666666665,0.0,29.966666666666665,29.966666666666665,29.966666666666665,4:04
Afternoon Run,3.013027979,29.266666666666666,29.266666666666666,0,66.0,Run,Run,6.2,8.3,0,2022-04-20T21:23:49Z,(GMT-05:00) America/New_York,50.0,26.0,0.0,0.0,83.4,0.0,29.266666666666666,0.0,29.266666666666666,29.266666666666666,29.266666666666666,9:43
Morning Run,6.0259316838,59.43333333333333,59.43333333333333,0,174.0,Run,Run,6.1,10.3,0,2022-04-17T13:21:56Z,(GMT-05:00) America/New_York,68.0,17.0,0.0,0.0,83.1,0.0,59.43333333333333,0.0,59.43333333333333,59.43333333333333,59.43333333333333,9:52
Morning Run,10.0888281044,108.73333333333333,109.51666666666667,0,379.0,Run,Run,5.6,8.9,0,2022-04-16T13:10:00Z,(GMT-05:00) America/New_York,133.0,56.0,0.0,0.0,81.3,1.0,48.733333333333334,1.0,49.516666666666666,108.73333333333333,109.51666666666667,10:51
60 min Power Zone Endurance Ride with Matt Wilpers,16.4199772234,59.96666666666667,59.96666666666667,0,0.0,Ride,Ride,16.4,21.6,0,2022-04-15T19:15:11Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,85.1,0.0,59.96666666666667,0.0,59.96666666666667,59.96666666666667,59.96666666666667,3:39
5 min Cool Down Ride with Kendall Toole,1.2799621229,4.933333333333334,4.933333333333334,0,0.0,Ride,Ride,15.6,18.0,0,2022-04-14T23:14:44Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,77.7,0.0,4.933333333333334,0.0,4.933333333333334,4.933333333333334,4.933333333333334,3:51
"30 min XOXO, Cody with Cody Rigsby",8.7299518645,29.966666666666665,29.966666666666665,0,0.0,Ride,Ride,17.5,24.0,0,2022-04-14T22:44:32Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,74.7,0.0,29.966666666666665,0.0,29.966666666666665,29.966666666666665,29.966666666666665,3:26
5 min Warm Up Ride with Bradley Rose,1.1899876021,4.95,4.95,0,0.0,Ride,Ride,14.4,18.0,0,2022-04-14T22:38:43Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,88.7,0.0,4.95,0.0,4.95,4.95,4.95,4:10
Afternoon Run,6.0125722073,58.416666666666664,58.55,0,184.0,Run,Run,6.2,8.7,0,2022-04-13T21:29:54Z,(GMT-05:00) America/New_York,53.0,21.0,0.0,0.0,82.6,0.0,58.416666666666664,0.0,58.55,58.416666666666664,58.55,9:44
Morning Run,5.0088094939,52.46666666666667,52.46666666666667,0,71.0,Run,Run,5.7,7.8,0,2022-04-12T09:49:41Z,(GMT-05:00) America/New_York,49.0,22.0,0.0,0.0,82.1,0.0,52.46666666666667,0.0,52.46666666666667,52.46666666666667,52.46666666666667,10:28
Lunch Run,7.0044667346,70.75,70.88333333333334,0,152.0,Run,Run,5.9,10.7,0,2022-04-10T16:40:04Z,(GMT-05:00) America/New_York,52.0,2.0,0.0,0.0,82.9,1.0,10.75,1.0,10.88333333333334,70.75,70.88333333333334,10:07
Morning Run,14.0780920615,168.08333333333334,173.01666666666668,0,784.0,Run,Run,5.0,8.9,0,2022-04-09T14:21:58Z,(GMT-05:00) America/New_York,263.0,50.0,0.0,0.0,78.0,2.0,48.08333333333334,2.0,53.01666666666668,168.08333333333334,173.01666666666668,12:17
Afternoon Run,4.0097692001,42.2,42.2,0,47.0,Run,Run,5.7,7.8,0,2022-04-07T21:18:02Z,(GMT-05:00) America/New_York,89.0,27.0,0.0,0.0,81.4,0.0,42.2,0.0,42.2,42.2,42.2,10:31
Afternoon Run,10.0068071324,93.8,94.26666666666667,0,158.0,Run,Run,6.4,10.7,0,2022-04-06T21:17:05Z,(GMT-05:00) America/New_York,83.0,23.0,0.0,0.0,82.9,1.0,33.8,1.0,34.266666666666666,93.8,94.26666666666667,9:25
Lunch Hike,3.5670423626,90.73333333333333,105.15,0,419.0,Hike,Hike,2.4,5.8,0,2022-04-03T15:21:16Z,(GMT-05:00) America/New_York,1081.0,694.0,0.0,0.0,0.0,1.0,30.733333333333334,1.0,45.150000000000006,90.73333333333333,105.15,29:29
Morning Run,5.0729349811,65.6,66.65,0,327.0,Run,Run,4.6,9.4,0,2022-04-03T13:40:34Z,(GMT-05:00) America/New_York,941.0,683.0,0.0,0.0,79.1,1.0,5.599999999999994,1.0,6.650000000000006,65.6,66.65,13:08
Morning Run,13.380851662400001,255.9,277.85,0,1312.0,Run,Run,3.1,8.3,0,2022-04-02T12:24:20Z,(GMT-05:00) America/New_York,1226.0,339.0,0.0,0.0,70.5,4.0,15.900000000000006,4.0,37.85000000000002,255.9,277.85,20:46
Afternoon Hike,1.0403614653,28.8,51.63333333333333,0,250.0,Hike,Hike,2.2,10.1,0,2022-04-01T18:41:19Z,(GMT-05:00) America/New_York,1107.0,975.0,0.0,0.0,0.0,0.0,28.8,0.0,51.63333333333333,28.8,51.63333333333333,49:38
Lunch Hike,3.7113868459,78.31666666666666,88.46666666666667,0,347.0,Hike,Hike,2.8,6.9,0,2022-04-01T15:51:29Z,(GMT-05:00) America/New_York,935.0,656.0,0.0,0.0,0.0,1.0,18.316666666666663,1.0,28.46666666666667,78.31666666666666,88.46666666666667,23:50
Morning Run,4.0143673455,41.95,41.95,0,70.0,Run,Run,5.7,7.4,0,2022-03-31T10:03:55Z,(GMT-05:00) America/New_York,61.0,24.0,0.0,0.0,82.2,0.0,41.95,0.0,41.95,41.95,41.95,10:27
Treadmill,1.1999916752,26.0,26.0,0,0.0,Hike,Hike,2.8,0.0,0,2022-03-30T21:30:00Z,(GMT-05:00) America/New_York,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,26.0,26.0,21:40
Morning Run,8.0478729178,78.83333333333333,78.96666666666667,0,181.0,Run,Run,6.1,8.7,0,2022-03-30T09:23:54Z,(GMT-05:00) America/New_York,150.0,22.0,0.0,0.0,83.9,1.0,18.83333333333333,1.0,18.96666666666667,78.83333333333333,78.96666666666667,9:49
